text,target,prediction
"harden not your heart, as in the provocation, and as in the day of temptation in the wilderness : - psalm 95 : 8 kjv",optimism,optimism
binge watching # revenge im obsessed : nerd _ face :,anger,anger
@ cteeezy lmfao look at it sober. 7102017 says 7102017 backwards lol and that was the date yesterday,"joy,optimism",joy
everytime i see kirks face i get angry # lhhreunion,"anger,disgust",anger
"@ emreercis1 this is a deliberate act of provocation. akp announcing their intention to abolish tsk, which has been their goal since day one.","anger,disgust",anger
@ seth _ broughton7 @ squerkyoshi @ mabbupuku @ emerldd @ partyinnabox @ cod _ de _ la _ cod free my man from kroger : face _ with _ steam _ from _ nose :,"anger,anticipation,joy,sadness,surprise",anger
@ josh _ loosemore _ you bottled it and deleted the picture : weary _ face : # scared : seenoevil _ monkey : : seenoevil _ monkey :,"fear,sadness",fear
you always find the most comfortable position in bed after the alarm goes off,disgust,
"@ ncaa # ncaa is after more money! @ potus should assign special committee to investigate regulations, policies and # bad practices # point (. )","anger,anticipation,disgust",anger
"@ arifurldn : loudly _ crying _ face : : loudly _ crying _ face : yeah i wouldnt entertain bigots like that, gives them a reason for provocation","anger,disgust,sadness",anger
"@ skynews just taking a lunch break from work - notice yet again work shy labour left out in force, the decisions been made just crack on","anger,pessimism,sadness",
@ emaalymaae looks beautiful : face _ blowing _ a _ kiss :,"joy,love",joy
"those who think poly is a stage whr u can relax abit, u're wrong. u're gonna b haunt by projects and tutorials which is like tonnes ergh","anger,disgust,fear,pessimism",anger
@ spntentation thank you! my first solo run! # excited # andnervous,"fear,joy,pessimism",joy
"what does one do with all the bitterness + anger of lack of job security, esp. when one has no obvious manoeuvres to remedy the situation",anger,anger
# colorfabb # ngen worst filament for me : ( good finish but so fragile :'( cc @ colorfabb,"anger,disgust",sadness
# two legged stool sample... # humor # serious # comedy,joy,joy
this time i really can't articulate how i feel... i am rendered speechless. # disheartened,"disgust,pessimism,sadness",sadness
@ lisabloom it's # adorable # mnuchinwife thinks she's on a # government mission. # louiselinton,"joy,love",joy
nobody is very tough in this life. everybody feels the sadness but they sometimes pretend to smile.,"joy,optimism,pessimism,sadness",sadness
she'll leave you with a smile,"joy,love",joy
"- she was so # artistic,.. painting.. # smiles on every face but her own.. ■ |",joy,joy
in our daily liveswe must see that it is not happiness that makes us grateful but being grateful that makes us happy.,"joy,optimism",joy
baywatch movie is so friggin # awesome # funny # delightful,"joy,love",joy
heading to pnc today to get the ball going for my ma! # goingforit # nervous # excited,"anticipation,fear,joy",fear
my favourite thing about being a comedian and having my days free - the naps my favourite thing about having depression - the naps,"joy,pessimism,sadness",
this time tomorrow i'll be at the airport for the first trek of my journey to america : eyes : # alone,sadness,sadness
@ bhindepmo ha! no perception needed - - just facts. it's a bunch of dudes in suits trying to gobble up money while they're in power # shocking,"anger,disgust",anger
caroline ffs shut this whinging ‘ last word tom ’ up!! he is unlikeable & amp ; a smartass! his biases r boring! @ carolinemarcus @ skynewsaust,"anger,disgust",anger
@ ncsnortheast @ ncs it'll start on sunday when the first groups depart : ),"anticipation,joy,optimism",joy
i see where farrah gets her rudeness from. her mother was as horrible to dr drew tonight as she was. these women need help # teenmomog,"anger,disgust",anger
support your local # firefighters to help ensure they are able to carry out their job tonight without fear of attack or harassment. # nifrs,"love,optimism,trust",optimism
i allow myself to be. # bekindtoyourself # quote,"joy,optimism",optimism
never seen such embarrassing tantrums from a grown man as the ones from @ dwpoker on # masterchefusa... great example for your child there : ok _ hand _ mediumlight _ skin _ tone : : face _ with _ rolling _ eyes :,"anger,disgust,sadness,surprise",
@ tweetheart2017 @ s _ cala @ tooda @ donaldjtrumpjr @ jamesesmithjr34 being # gay is not an # whatsupwiththat # nike # adidas #??,"anger,disgust",
"@ sanga _ wardene probably, the way you converse... sounds funny, and i can't suppress a giggle. : smiling _ face _ with _ smiling _ eyes :",joy,joy
not sure if christianity lost eugene peterson or eugene peterson was never really understood the gospel,anticipation,
"@ katramsland'call to action by tv host john oliver, who urged viewers to leave comments expressing their displeasure at the fcc's policies.","anticipation,sadness",anger
@ doddledisney you're adorable : loudly _ crying _ face :,"joy,love,optimism,sadness",joy
how pleasing is it to see the # djokovic roar? he isn't at his stratospheric level but there are signs that he is going to reach there again.,"anticipation,joy,love,optimism,surprise",
"we're happy, free, confused, and lonely at the same time it's miserable and magical ¤","fear,joy,sadness",joy
"thus said the lord god... ” i have heard your # prayer, i have seen your # tears, behold, i will # heal you ”... 2kings 20 : 5a # hope # joy # jesus","joy,love,optimism",joy
@ missmarilynx hahaha @ bigscottgibson almost fell off the sofa laughing at that point. the wee jump he did as if he was scared too : loudly _ crying _ face :,"fear,joy",
@ elleuk truly dreadful,"disgust,fear,sadness",disgust
"@ theycallmepansy @ pubattlegrounds 17 kills, dear god : face _ screaming _ in _ fear :","anger,anticipation,disgust,sadness,surprise",fear
@ actuallynph @ realjameswoods i didn't realize you weren't acting... you actually are that guy. # smh # hercules # ghostsofmississippi,surprise,
@ saffronieee thnx fan : face _ with _ tears _ of _ joy :,joy,joy
"rage, rage against the dying of the light","anger,disgust",anger
"wtf is happening with @ nextofficial sale website. lost my order, other order is going to someone else with me paying # raging","anger,disgust",anger
' im so sad im shocking bcoz she suddenly grab my hair and pushing and pull'hoooooooy jezaz panabangi : loudly _ crying _ face : : folded _ hands : : grinning _ squinting _ face : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy :,"joy,sadness",sadness
free yourself from the poisonous and laborious burden of holding a grudge. @ stevemaraboli # quote,optimism,optimism
@ bethrigby and you'd even worn an attention - grabbing bright green jacket too...,"joy,optimism",joy
"vegas, you won.",joy,optimism
chicks i don't even talk to look up to me. # flattered,joy,joy
@ mobutujoffrey @ dreamloverepeat did you see it? it's literally all porn. does she really work for huff post?,"anger,anticipation,disgust",
happy bday uncle kevin : red _ heart : please watch over me. u don't know how bad i wish i were here or what i would do to get u back : weary _ face : : weary _ face : love you my angel : smiling _ face _ with _ halo :,"joy,love,sadness",joy
"seriously, why do people punish children for'sass '? wit should be rewarded, not discouraged!","anger,disgust,optimism,sadness",anger
"field mines, like people, explode when trodden on # anger # people # pokethebear","anger,disgust,sadness",anger
"@ ananavarro i usually wake up wondering if we're at war with someone, but i'm a pessimist.",pessimism,sadness
@ ellyyschlordt it's awful!,"anger,disgust",
"q : we all know 6 was afraid of 7 because 7 8 9, but why did 7 eat 9? a : because you're supposed to get 3 squared meals a day! # jokes # funny","joy,love,optimism",joy
i really hate the morning shift : angry _ face :,"anger,disgust,sadness",anger
@ ledfordshyenne little piggy : face _ with _ tears _ of _ joy :,"anger,joy",joy
@ johnjcampbell have just driven over the saddle road... can confirm more potholes than sealed road.,"anger,disgust,sadness",anticipation
@ footyaccums haha nightmare,"disgust,fear,pessimism,sadness",fear
@ thomassanders seems like such a genuinely nice and sweet person. # adorable,"joy,love,optimism",joy
am i the only person in the world that prefers rainy cold day than hot sunny day? # summer # melancholy # idontliketosweatuh,"joy,optimism,pessimism",sadness
"' she is the clothed with strength and dignity, and she laughs without fear of the future.': yellow _ heart : : herb : @ jessconte","joy,optimism",joy
"@ camilalolie97 @ camila _ cabello i'm from greece, but i'll travel anywhere arround europe the next time she comes, just to meet her. : smiling _ face _ with _ smiling _ eyes :","joy,optimism",joy
@ deyfresco haha harsh but funny! depends on which jones we get. the jones that fought osp would have lost to dc imo,"joy,optimism",
@ jeonahjumma dont worry abt it bb,,optimism
@ marcmero happy aniversary to you both! hope you have a wonderful day!,"joy,love,optimism",joy
also had a dream i got to see my friend who's at basic rn and woke up super sad because i won't see her until next summer.. : (,sadness,sadness
i think i have to finally admit that i need to see a dentist : crying _ face : little bit toothache last night : downcast _ face _ with _ sweat : # fear # scared # phobia,"fear,pessimism,sadness",fear
today is your day... soar your spirit. unfurl your joy! wishing you all a bright week! # bloodycrayonsspecialscreening,"joy,love,optimism",joy
joker's job is to make public smile & amp ; not spread hatred by d way. @ ra _ bies,,
i hold one grudge.,"anger,disgust,pessimism,sadness",anger
"@ flaminggrillby - - been a damn sight better!'grisk poked grillby's chest, a low snarl leaving him.","disgust,sadness",anger
@ swamy39 # 4 is brilliant to end terror,"anticipation,joy,optimism",optimism
just watched @ alicelevine on love on @ bbciplayer # hilarious,joy,joy
@ 071304nathan happy # blissful birthday,"joy,love",joy
hey @ thetimmcgraw # imwearingyourshirt today!! # humbleandkind # awesomeness # timmcgraw # wqmx @ 949wqmx @ keepinitcntry @ juliemn13,"joy,love",joy
“ have no # fear of # perfection - you'll never reach it. ” ― salvador # agile # designthinking,"fear,joy,optimism",optimism
